Information and diagnostics 
=========================== 
Total iter:                       5000 
Thin:                             1 
Num chains:                       3 
Max Rhat:                         1.07 
Min n.eff:                        0 


Model summary 
============= 
                    mean          sd         2.5%          50%        97.5% Rhat n.eff
mean.Pi[17]  0.562197980 0.056277312  0.452826811  0.561988120  0.668267158 1.01  2326
mean.Pi[18]  0.535406684 0.054777438  0.430876995  0.533950206  0.642953501 1.00  2578
mean.Pi[19]  0.731374363 0.049986489  0.630786525  0.732789723  0.825035104 1.00  1822
mean.Pi[20]  0.591552339 0.073038943  0.472601486  0.584529618  0.764456021 1.07   388
mean.Po[1]   0.501193964 0.167169896  0.184133084  0.501319302  0.818389691 1.00 15100
mean.Po[2]   0.378399145 0.149872014  0.123563684  0.365233776  0.689967466 1.00  2983
mean.Po[3]   0.231314377 0.104889183  0.065581496  0.218159901  0.469532553 1.00  2716
mean.Po[4]   0.254918682 0.087055517  0.113171690  0.247458800  0.445153928 1.00  2656
mean.Po[5]   0.160409295 0.060135795  0.063166998  0.154136108  0.298830054 1.01  2983
mean.Po[6]   0.210737329 0.060676611  0.104502966  0.205070800  0.342991602 1.00  2886
mean.Po[7]   0.206030712 0.055562240  0.110577073  0.201956036  0.328229623 1.00  2876
mean.Po[8]   0.196120690 0.048713669  0.110025405  0.192134776  0.300500997 1.01  3204
mean.Po[9]   0.169477178 0.042832575  0.093990726  0.166773184  0.261827814 1.00  3093
mean.Po[10]  0.123822713 0.037042610  0.060299753  0.120137078  0.203823644 1.00  3029
mean.Po[11]  0.160591704 0.038525408  0.092409449  0.157877993  0.241652851 1.00  3307
mean.Po[12]  0.107860087 0.030655987  0.056729404  0.104889425  0.174883781 1.00  3206
mean.Po[13]  0.149525291 0.033382597  0.089048291  0.147940574  0.219157223 1.00  3476
mean.Po[14]  0.129213228 0.030521262  0.075063707  0.126552762  0.195138531 1.00  3329
mean.Po[15]  0.144858932 0.029910042  0.091074352  0.143110623  0.209755467 1.00  3191
mean.Po[16]  0.066188135 0.020129316  0.032693854  0.064147036  0.111913149 1.00  3208
mean.Po[17]  0.126014580 0.026383504  0.079092762  0.124499295  0.182385146 1.00  3286
mean.Po[18]  0.094118641 0.022459571  0.054937792  0.092417900  0.142766719 1.00  3205
mean.Po[19]  0.108375696 0.023230822  0.066781659  0.106433099  0.157930042 1.00  3164
mean.Po[20]  0.078909248 0.024233819  0.039337148  0.076438513  0.134021918 1.03  1060
mean.R       0.156873891 0.035762867  0.092769140  0.155020952  0.232520416 1.01  2161
mean.rO[1]   0.501390997 0.166788430  0.185127456  0.499757982  0.819173892 1.00 15225
mean.rO[2]   0.498845048 0.167748557  0.176883757  0.495540535  0.825225214 1.00  3537
mean.rO[3]   0.637045862 0.135991954  0.350311984  0.644327733  0.871963243 1.00  3507
mean.rO[4]   0.557086501 0.158115783  0.242168976  0.562542277  0.846274679 1.00  3667
mean.rO[5]   0.599927197 0.148515213  0.298275184  0.608351220  0.864147612 1.00  3549
mean.rO[6]   0.595303852 0.147892554  0.301061040  0.598642703  0.863718292 1.00  3395
mean.rO[7]   0.694624386 0.122954204  0.433980432  0.701303215  0.905636397 1.00  3483
mean.rO[8]   0.501479307 0.165949991  0.185609642  0.500324526  0.814157902 1.00  3581
mean.rO[9]   0.712139174 0.118049979  0.458099283  0.723138620  0.908852656 1.00  3275
mean.rO[10]  0.878619304 0.055901407  0.749986099  0.887008317  0.964393205 1.00  2842
mean.rO[11]  0.636537490 0.140287243  0.346197303  0.643707115  0.878205067 1.00  3287
mean.rO[12]  0.497468457 0.169051054  0.172817132  0.499162935  0.817018114 1.00  3329
mean.rO[13]  0.554290956 0.157411164  0.244216455  0.556295027  0.845491638 1.00  3434
mean.rO[14]  0.692803137 0.121468913  0.431036645  0.702024617  0.898386705 1.00  3335
mean.rO[15]  0.668069822 0.128567432  0.392363376  0.677895435  0.889239905 1.00  3445
mean.rO[16]  0.636346733 0.139478798  0.345525269  0.647254731  0.876318186 1.00  3320
mean.rO[17]  0.777091039 0.095015521  0.572722454  0.786338016  0.931360891 1.00  3045
mean.rO[18]  0.497577906 0.168694573  0.181341816  0.498966496  0.820132058 1.00  3281
mean.rO[19]  0.559298942 0.155747564  0.252429731  0.563350502  0.847159745 1.00  3405
mean.rO[20]  0.453509857 0.168671729  0.140803177  0.451914883  0.777740476 1.02   276
mean.rR[1]   0.499592013 0.167962730  0.179371287  0.499051496  0.819024081 1.00 15000
mean.rR[2]   0.499093668 0.163567315  0.189134968  0.499433497  0.808790827 1.00  3469
mean.rR[3]   0.503018946 0.169539484  0.184443139  0.505106487  0.811725449 1.00  3335
mean.rR[4]   0.606694118 0.147610627  0.299579724  0.615164216  0.865363345 1.00  3461
mean.rR[5]   0.550624131 0.158570368  0.243102566  0.554153128  0.838329128 1.00  3341
mean.rR[6]   0.498550672 0.168651028  0.183864294  0.498723801  0.815277029 1.00  3425
mean.rR[7]   0.502801555 0.164292271  0.200255332  0.502967568  0.809419759 1.00  3533
mean.rR[8]   0.555805563 0.157134065  0.243911884  0.556723519  0.841699457 1.00  3329
mean.rR[9]   0.637282677 0.139249660  0.351729069  0.646878396  0.875694066 1.00  3590
mean.rR[10]  0.637592317 0.139292239  0.353092392  0.647108748  0.883717339 1.01  3478
mean.rR[11]  0.501129637 0.166305633  0.185921975  0.500321492  0.815526307 1.00  3527
mean.rR[12]  0.556729183 0.156046107  0.251306127  0.562823530  0.846975316 1.00  3568
mean.rR[13]  0.553895662 0.161251726  0.242538003  0.559525289  0.850983969 1.00  3471
mean.rR[14]  0.559502314 0.158249179  0.247794176  0.563062232  0.855917689 1.00  3588
mean.rR[15]  0.550604790 0.158256699  0.243837898  0.552330288  0.837330412 1.00  3340
mean.rR[16]  0.499858052 0.165432912  0.180162289  0.503987561  0.815194604 1.00  3703
mean.rR[17]  0.555959576 0.158397596  0.241939077  0.560368047  0.843826932 1.00  3573
mean.rR[18]  0.500771162 0.164913610  0.191707187  0.496841594  0.816276365 1.00  3621
mean.rR[19]  0.501387113 0.165846795  0.187038854  0.502353100  0.817503108 1.00  3717
mean.rR[20]  0.402382927 0.164501172  0.123414794  0.391161335  0.743909931 1.01  1283
mu.juv       0.814997470 0.072383116  0.651093656  0.823661067  0.927807658 1.00  1625
mu.pre       0.944192172 0.020957109  0.894768088  0.946868905  0.976380879 1.01   528
mu.pri       0.966683435 0.012864077  0.936721262  0.968806039  0.985538828 1.02   512
mu.sen       0.950079508 0.019518708  0.902649951  0.953140663  0.977943553 1.05   268
mu.sub       0.959321558 0.018048100  0.915560546  0.962137137  0.986605974 1.01   839
sigma.phi    1.173129430 0.222714964  0.802576050  1.152310752  1.671140833 1.03   292
veg[1]       0.005764186 0.000000000  0.005764186  0.005764186  0.005764186  NaN     0
veg[2]       0.385280401 0.000000000  0.385280401  0.385280401  0.385280401  NaN     0
veg[3]      -0.370660032 0.000000000 -0.370660032 -0.370660032 -0.370660032  NaN     0
veg[4]       0.644376549 0.000000000  0.644376549  0.644376549  0.644376549  NaN     0
veg[5]      -0.220486562 0.000000000 -0.220486562 -0.220486562 -0.220486562  NaN     0
veg[6]       0.331781964 0.000000000  0.331781964  0.331781964  0.331781964  NaN     0
veg[7]       1.096839013 0.000000000  1.096839013  1.096839013  1.096839013  NaN     0
veg[8]       0.435181491 0.000000000  0.435181491  0.435181491  0.435181491  NaN     0
veg[9]      -0.325931586 0.000000000 -0.325931586 -0.325931586 -0.325931586  NaN     0
veg[10]      1.148807618 0.000000000  1.148807618  1.148807618  1.148807618  NaN     0
veg[11]      0.993503856 0.000000000  0.993503856  0.993503856  0.993503856  NaN     0
veg[12]      0.548396960 0.000000000  0.548396960  0.548396960  0.548396960  NaN     0
veg[13]      0.238731735 0.000000000  0.238731735  0.238731735  0.238731735  NaN     0
veg[14]     -0.627906076 0.000000000 -0.627906076 -0.627906076 -0.627906076  NaN     0
veg[15]      1.360652449 0.000000000  1.360652449  1.360652449  1.360652449  NaN     0
veg[16]     -0.600259587 0.000000000 -0.600259587 -0.600259587 -0.600259587  NaN     0
veg[17]      2.187332993 0.000000000  2.187332993  2.187332993  2.187332993  NaN     0
veg[18]      1.532610626 0.000000000  1.532610626  1.532610626  1.532610626  NaN     0
veg[19]     -0.235700359 0.000000000 -0.235700359 -0.235700359 -0.235700359  NaN     0
