Information and diagnostics 
=========================== 
Total iter:                       5000 
Thin:                             1 
Num chains:                       3 
Max Rhat:                         1.04 
Min n.eff:                        0 


Model summary 
============= 
                   mean          sd        2.5%         50%       97.5% Rhat n.eff
mean.Po[15]  0.15569535 0.032705747  0.09785670  0.15349335  0.22523465 1.00  3418
mean.Po[16]  0.08034533 0.024362128  0.03963408  0.07808559  0.13517757 1.01  3064
mean.Po[17]  0.08530731 0.024938146  0.04324376  0.08335856  0.13920002 1.00  3201
mean.R       0.51291983 0.052336118  0.41089385  0.51367144  0.61523882 1.00  3096
mean.rO[1]   0.50025507 0.167349846  0.18514222  0.50023509  0.81976483 1.00 14232
mean.rO[2]   0.49778050 0.165430944  0.18725611  0.49621753  0.80686537 1.00  3712
mean.rO[3]   0.71452058 0.117377698  0.45717538  0.72689720  0.90780478 1.00  3290
mean.rO[4]   0.68946854 0.124683481  0.41694093  0.70060988  0.89975302 1.00  3260
mean.rO[5]   0.71520297 0.115737769  0.47203241  0.72359401  0.90694923 1.00  3271
mean.rO[6]   0.59722455 0.150973099  0.29111539  0.60095591  0.86807233 1.00  3109
mean.rO[7]   0.66953745 0.129748977  0.38685084  0.68038140  0.89047008 1.00  3467
mean.rO[8]   0.49874956 0.164021966  0.19330204  0.49733469  0.81263064 1.00  3714
mean.rO[9]   0.55621512 0.154446364  0.24456697  0.56117724  0.84089900 1.00  3420
mean.rO[10]  0.63236311 0.140858296  0.34116799  0.63934886  0.88248711 1.00  3361
mean.rO[11]  0.60313820 0.147603565  0.29887026  0.61442503  0.86833551 1.00  3388
mean.rO[12]  0.55303163 0.156613208  0.23499901  0.55448691  0.83494617 1.00  3467
mean.rO[13]  0.55644549 0.157958097  0.24105323  0.55999885  0.84726731 1.00  3446
mean.rO[14]  0.50144804 0.169347445  0.17911740  0.50256117  0.81504794 1.00  3473
mean.rO[15]  0.63570429 0.138445901  0.34261723  0.64576076  0.87668734 1.00  3366
mean.rO[16]  0.55789755 0.155961174  0.25436131  0.56143150  0.84839181 1.00  3534
mean.rO[17]  0.41534927 0.167123649  0.12502710  0.40544137  0.75786078 1.00  2207
mean.rR[1]   0.49842905 0.167618538  0.18458914  0.49789393  0.81634865 1.00 15000
mean.rR[2]   0.55974652 0.157040652  0.25202564  0.56309065  0.84774756 1.00  3529
mean.rR[3]   0.69520747 0.122015723  0.43203181  0.70196821  0.90256352 1.01  3502
mean.rR[4]   0.60262648 0.147697609  0.29857981  0.60942419  0.86412764 1.00  3512
mean.rR[5]   0.66464919 0.129749032  0.38251291  0.67439189  0.88786029 1.00  3391
mean.rR[6]   0.71356004 0.114525803  0.47154129  0.72442225  0.91143697 1.00  3377
mean.rR[7]   0.71268984 0.116251698  0.45916919  0.72247952  0.90834175 1.00  2981
mean.rR[8]   0.49952445 0.169906054  0.16939180  0.49860981  0.81750723 1.00  3543
mean.rR[9]   0.60546721 0.145735140  0.30693914  0.61320572  0.86360412 1.00  3548
mean.rR[10]  0.66590841 0.129376538  0.39164982  0.67554869  0.88864096 1.00  3325
mean.rR[11]  0.55718103 0.153770718  0.25086460  0.56092540  0.84316211 1.00  3587
mean.rR[12]  0.69283830 0.122586416  0.43288217  0.70219004  0.89755789 1.00  3435
mean.rR[13]  0.55468199 0.158654079  0.24471922  0.55855386  0.84512867 1.00  3381
mean.rR[14]  0.69095717 0.122122406  0.43348930  0.69961694  0.90073821 1.00  3343
mean.rR[15]  0.55753265 0.158760893  0.23982550  0.56048817  0.84627662 1.00  3423
mean.rR[16]  0.55118664 0.157155204  0.24811277  0.55403676  0.83839314 1.00  3449
mean.rR[17]  0.41120347 0.166533170  0.12402008  0.39662896  0.75300264 1.00  2239
mu.juv       0.90097200 0.048545443  0.78040612  0.91173226  0.96447635 1.04   430
mu.pre       0.90086497 0.043138371  0.79575836  0.90912455  0.96148174 1.01   653
mu.pri       0.97714047 0.013806438  0.94062790  0.98030334  0.99379937 1.04   308
mu.sen       0.83368790 0.075078334  0.65513364  0.84812999  0.94077940 1.01   431
mu.sub       0.95906237 0.018638589  0.91341940  0.96253354  0.98549574 1.00   530
sigma.phi    1.54694564 0.410670894  0.85697682  1.50513420  2.45172618 1.03   154
veg[1]      -0.17188348 0.851686468 -1.89568410 -0.16229091  1.46085956 1.00  1682
veg[2]       1.78600000 0.000000000  1.78600000  1.78600000  1.78600000  NaN     0
veg[3]       2.19000000 0.000000000  2.19000000  2.19000000  2.19000000  NaN     0
veg[4]       1.65100000 0.000000000  1.65100000  1.65100000  1.65100000  NaN     0
veg[5]      -0.54900000 0.000000000 -0.54900000 -0.54900000 -0.54900000  NaN     0
veg[6]      -0.44700000 0.000000000 -0.44700000 -0.44700000 -0.44700000  NaN     0
veg[7]      -0.95300000 0.000000000 -0.95300000 -0.95300000 -0.95300000  NaN     0
veg[8]      -0.51800000 0.000000000 -0.51800000 -0.51800000 -0.51800000  NaN     0
veg[9]      -0.53700000 0.000000000 -0.53700000 -0.53700000 -0.53700000  NaN     0
veg[10]     -0.66400000 0.000000000 -0.66400000 -0.66400000 -0.66400000  NaN     0
veg[11]     -0.50900000 0.000000000 -0.50900000 -0.50900000 -0.50900000  NaN     0
veg[12]     -0.37700000 0.000000000 -0.37700000 -0.37700000 -0.37700000  NaN     0
veg[13]      0.07500000 0.000000000  0.07500000  0.07500000  0.07500000  NaN     0
veg[14]     -0.24300000 0.000000000 -0.24300000 -0.24300000 -0.24300000  NaN     0
veg[15]     -0.51000000 0.000000000 -0.51000000 -0.51000000 -0.51000000  NaN     0
veg[16]     -0.39400000 0.000000000 -0.39400000 -0.39400000 -0.39400000  NaN     0
veg[17]     -0.01371025 0.993546407 -1.94947364 -0.01137567  1.91087669 1.00 15965
